finding_id,application_id,application_name,environment,cve,component_ref,cvss,epss,internet_exposed,runtime_reachable,business_criticality,concert_like_risk_score,suggested_priority,status,scanner
FND-000838,APP-0023,Treasury,production,CVE-2023-44487,pkg:pypi/requests@3.13.10?instance=13,8.3,0.0381,False,True,Critical,9.3,P1,Open,SyntheticScanner
FND-000839,APP-0023,Treasury,production,CVE-2024-21626,pkg:pypi/urllib3@2.14.9?instance=68,9.6,0.149,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000840,APP-0023,Treasury,production,CVE-2024-3094,pkg:pypi/cryptography@6.14.8?instance=26,8.9,0.0092,False,True,Critical,9.8,P1,Open,SyntheticScanner
FND-000841,APP-0023,Treasury,production,CVE-2022-22965,pkg:pypi/requests@2.0.2?instance=14,8.9,0.2184,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000842,APP-0023,Treasury,production,CVE-2022-22965,pkg:pypi/numpy@7.5.3?instance=77,5.4,0.3202,False,True,Critical,7.1,P2,Open,SyntheticScanner
FND-000843,APP-0023,Treasury,production,CVE-2026-21401,pkg:pypi/pyyaml@2.16.9?instance=24,9.7,0.2653,False,False,Critical,8.3,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000844,APP-0023,Treasury,production,CVE-2024-3094,pkg:pypi/pyyaml@8.20.5?instance=62,9.6,0.2802,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000845,APP-0023,Treasury,production,CVE-2025-29927,pkg:pypi/jinja2@3.17.9?instance=66,5.5,0.5833,False,True,Critical,8.3,P1,Open,SyntheticScanner
FND-000846,APP-0023,Treasury,production,CVE-2025-32463,pkg:pypi/pyyaml@1.1.3?instance=18,6.8,0.1758,False,True,Critical,8.3,P1,Open,SyntheticScanner
FND-000847,APP-0023,Treasury,production,CVE-2021-44228,pkg:pypi/requests@2.0.2?instance=14,4.6,0.4339,False,True,Critical,6.5,P2,Open,SyntheticScanner
FND-000848,APP-0023,Treasury,production,CVE-2025-24813,pkg:pypi/urllib3@1.14.8?instance=23,7.6,0.1134,False,True,Critical,8.9,P1,Open,SyntheticScanner
FND-000849,APP-0023,Treasury,production,CVE-2025-24813,pkg:pypi/cryptography@4.8.9?instance=21,8.5,0.0586,False,True,Critical,9.7,P1,Open,SyntheticScanner
FND-000850,APP-0023,Treasury,production,CVE-2025-29927,pkg:pypi/requests@8.9.6?instance=51,8.2,0.5839,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000851,APP-0023,Treasury,production,CVE-2024-21626,pkg:pypi/cryptography@3.12.8?instance=11,6.0,0.4643,False,True,Critical,8.5,P1,Open,SyntheticScanner
FND-000852,APP-0023,Treasury,production,CVE-2025-24813,pkg:pypi/numpy@1.6.4?instance=17,9.4,0.6418,False,False,Critical,9.8,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000853,APP-0023,Treasury,production,CVE-2024-3094,pkg:pypi/pyyaml@3.19.5?instance=8,5.6,0.1456,False,True,Critical,6.7,P2,Open,SyntheticScanner
FND-000854,APP-0023,Treasury,production,CVE-2025-24813,pkg:pypi/numpy@9.12.11?instance=37,9.6,0.5444,False,False,Critical,9.5,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000855,APP-0023,Treasury,production,CVE-2023-38545,pkg:pypi/numpy@3.16.8?instance=3,9.7,0.0691,False,True,Critical,10,P1,Open,SyntheticScanner
FND-000856,APP-0023,Treasury,production,CVE-2026-21401,pkg:pypi/pyyaml@3.11.3?instance=44,5.1,0.1741,False,True,Critical,6.2,P2,Open,SyntheticScanner
FND-000857,APP-0023,Treasury,production,CVE-2024-21626,pkg:pypi/numpy@4.7.8?instance=33,9.9,0.3377,False,False,Critical,8.8,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000858,APP-0023,Treasury,preproduction,CVE-2024-21626,pkg:pypi/flask@6.7.7?instance=6,5.9,0.0858,False,False,Critical,4.6,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000859,APP-0023,Treasury,preproduction,CVE-2021-44228,pkg:pypi/urllib3@9.12.7?instance=31,7.9,0.0829,False,True,Critical,9.1,P1,Open,SyntheticScanner
FND-000860,APP-0023,Treasury,preproduction,CVE-2023-44487,pkg:pypi/cryptography@1.18.5?instance=30,4.1,0.7237,False,False,Critical,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000861,APP-0023,Treasury,preproduction,CVE-2026-21401,pkg:pypi/django@5.15.9?instance=42,6.6,0.2286,False,True,Critical,8.3,P1,Open,SyntheticScanner
FND-000862,APP-0023,Treasury,preproduction,CVE-2021-44228,pkg:pypi/cryptography@7.0.5?instance=39,5.0,0.5536,False,False,Critical,5.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000863,APP-0023,Treasury,preproduction,CVE-2023-38545,pkg:pypi/numpy@8.17.0?instance=7,7.6,0.2741,False,True,Critical,9.8,P1,Open,SyntheticScanner
FND-000864,APP-0023,Treasury,preproduction,CVE-2021-44228,pkg:pypi/jinja2@3.19.10?instance=17,4.2,0.2011,False,False,Critical,3.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000865,APP-0023,Treasury,preproduction,CVE-2021-44228,pkg:pypi/django@5.15.9?instance=42,8.8,0.1131,False,False,Critical,6.9,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000866,APP-0023,Treasury,preproduction,CVE-2026-21401,pkg:pypi/jinja2@1.1.12?instance=12,5.3,0.1504,False,True,Critical,6.4,P2,Open,SyntheticScanner
FND-000867,APP-0023,Treasury,preproduction,CVE-2022-22965,pkg:pypi/pyyaml@8.10.5?instance=33,7.1,0.1308,False,False,Critical,5.6,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000868,APP-0023,Treasury,preproduction,CVE-2021-44228,pkg:pypi/requests@8.15.6?instance=23,6.9,0.4261,False,False,Critical,6.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000869,APP-0023,Treasury,preproduction,CVE-2026-21401,pkg:pypi/numpy@2.8.9?instance=1,7.4,0.0183,False,False,Critical,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000870,APP-0023,Treasury,preproduction,CVE-2025-29927,pkg:pypi/cryptography@1.18.5?instance=30,5.1,0.2842,False,True,Critical,6.6,P2,Open,SyntheticScanner
FND-000871,APP-0023,Treasury,preproduction,CVE-2025-29927,pkg:pypi/cryptography@7.0.5?instance=39,8.2,0.0774,False,True,Critical,9.4,P1,Open,SyntheticScanner
FND-000872,APP-0024,Risk Engine,production,CVE-2024-3094,pkg:maven/org.apache.commons/commons-text@3.6.3?instance=49,7.2,0.325,False,False,High,5.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000873,APP-0024,Risk Engine,production,CVE-2026-21401,pkg:maven/io.netty/netty-handler@1.2.9?instance=15,5.5,0.1685,False,True,High,6.0,P2,Open,SyntheticScanner
FND-000874,APP-0024,Risk Engine,production,CVE-2024-3094,pkg:maven/com.fasterxml.jackson.core/jackson-databind@7.19.3?instance=1,4.8,0.3423,False,True,High,5.8,P2,Open,SyntheticScanner
FND-000875,APP-0024,Risk Engine,production,CVE-2026-21401,pkg:maven/io.netty/netty-handler@1.17.1?instance=45,6.0,0.3682,False,True,High,7.3,P2,Open,SyntheticScanner
FND-000876,APP-0024,Risk Engine,production,CVE-2024-21626,pkg:maven/org.springframework/spring-core@2.4.11?instance=14,7.1,0.1776,False,True,High,7.8,P1,Open,SyntheticScanner
FND-000877,APP-0024,Risk Engine,production,CVE-2021-44228,pkg:maven/org.apache.logging.log4j/log4j-core@2.8.12?instance=74,8.5,0.151,False,True,High,9.2,P1,Open,SyntheticScanner
FND-000878,APP-0024,Risk Engine,production,CVE-2022-22965,pkg:maven/com.fasterxml.jackson.core/jackson-databind@2.15.10?instance=40,9.3,0.3125,False,False,High,7.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000879,APP-0024,Risk Engine,production,CVE-2024-21626,pkg:maven/org.postgresql/postgresql@9.2.3?instance=78,5.3,0.3627,False,True,High,6.4,P2,Open,SyntheticScanner
FND-000880,APP-0024,Risk Engine,production,CVE-2025-24813,pkg:maven/org.apache.commons/commons-text@4.3.2?instance=71,6.2,0.1512,False,False,High,4.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000881,APP-0024,Risk Engine,production,CVE-2026-21401,pkg:maven/org.yaml/snakeyaml@8.0.8?instance=29,6.0,0.2007,False,True,High,6.6,P2,Open,SyntheticScanner
FND-000882,APP-0024,Risk Engine,production,CVE-2023-44487,pkg:maven/org.apache.logging.log4j/log4j-core@2.8.12?instance=74,9.1,0.2119,False,True,High,10,P1,Open,SyntheticScanner
FND-000883,APP-0024,Risk Engine,production,CVE-2024-21626,pkg:maven/org.yaml/snakeyaml@6.6.4?instance=64,9.5,0.3051,False,False,High,7.5,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000884,APP-0024,Risk Engine,production,CVE-2026-21401,pkg:maven/org.apache.logging.log4j/log4j-core@8.15.4?instance=70,4.6,0.1762,False,True,High,5.0,P2,Open,SyntheticScanner
FND-000885,APP-0024,Risk Engine,production,CVE-2025-29927,pkg:maven/org.springframework/spring-core@7.17.7?instance=52,6.8,0.1044,False,True,High,7.1,P2,Open,SyntheticScanner
FND-000886,APP-0024,Risk Engine,production,CVE-2021-44228,pkg:maven/org.apache.logging.log4j/log4j-core@3.18.5?instance=13,7.0,0.0722,False,True,High,7.2,P2,Open,SyntheticScanner
FND-000887,APP-0024,Risk Engine,production,CVE-2022-22965,pkg:maven/io.netty/netty-handler@1.17.1?instance=45,7.8,0.4585,False,True,High,9.9,P1,Open,SyntheticScanner
FND-000888,APP-0024,Risk Engine,production,CVE-2022-22965,pkg:maven/org.apache.commons/commons-text@9.10.1?instance=60,4.6,0.1112,False,True,High,4.8,P3,Open,SyntheticScanner
FND-000889,APP-0024,Risk Engine,preproduction,CVE-2025-32463,pkg:maven/org.hibernate/hibernate-core@8.10.7?instance=4,4.8,0.0572,False,True,High,4.9,P3,Open,SyntheticScanner
FND-000890,APP-0024,Risk Engine,preproduction,CVE-2022-22965,pkg:maven/org.hibernate/hibernate-core@3.7.7?instance=37,8.6,0.7096,False,True,High,10,P1,Open,SyntheticScanner
FND-000891,APP-0024,Risk Engine,preproduction,CVE-2025-32463,pkg:maven/org.springframework/spring-core@5.0.4?instance=28,8.3,0.3201,False,True,High,9.8,P1,Open,SyntheticScanner
FND-000892,APP-0024,Risk Engine,preproduction,CVE-2025-32463,pkg:maven/org.yaml/snakeyaml@1.8.3?instance=0,8.3,0.0295,False,False,High,5.6,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000893,APP-0024,Risk Engine,preproduction,CVE-2022-22965,pkg:maven/org.springframework/spring-core@6.19.8?instance=39,9.2,0.3744,False,False,High,7.5,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000894,APP-0024,Risk Engine,preproduction,CVE-2024-21626,pkg:maven/org.apache.commons/commons-text@6.17.0?instance=34,7.5,0.1681,False,False,High,5.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000895,APP-0024,Risk Engine,preproduction,CVE-2026-21401,pkg:maven/org.hibernate/hibernate-core@8.10.7?instance=4,8.7,0.2811,False,True,High,10,P1,Open,SyntheticScanner
FND-000896,APP-0024,Risk Engine,preproduction,CVE-2025-32463,pkg:maven/org.springframework/spring-core@7.18.5?instance=1,9.6,0.2637,False,False,High,7.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000897,APP-0024,Risk Engine,preproduction,CVE-2024-21626,pkg:maven/org.apache.commons/commons-text@6.7.4?instance=24,7.6,0.0092,False,False,High,5.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000898,APP-0024,Risk Engine,preproduction,CVE-2023-44487,pkg:maven/org.apache.commons/commons-text@6.7.4?instance=24,4.8,0.3271,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000899,APP-0024,Risk Engine,preproduction,CVE-2025-29927,pkg:maven/org.yaml/snakeyaml@2.13.7?instance=36,4.3,0.2454,False,True,High,4.9,P3,Open,SyntheticScanner
FND-000900,APP-0025,Customer 360,production,CVE-2024-21626,pkg:pypi/pyyaml@3.4.8?instance=30,6.2,0.1403,False,False,High,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000901,APP-0025,Customer 360,production,CVE-2023-44487,pkg:pypi/pyyaml@6.17.11?instance=17,4.0,0.0544,False,False,High,2.7,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000902,APP-0025,Customer 360,production,CVE-2023-44487,pkg:pypi/flask@8.1.5?instance=31,9.1,0.2466,False,True,High,10,P1,Open,SyntheticScanner
FND-000903,APP-0025,Customer 360,production,CVE-2022-22965,pkg:pypi/jinja2@1.19.12?instance=41,5.7,0.2902,False,False,High,4.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000904,APP-0025,Customer 360,production,CVE-2026-21401,pkg:pypi/cryptography@8.6.6?instance=42,4.7,0.1046,False,False,High,3.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000905,APP-0025,Customer 360,production,CVE-2026-21401,pkg:pypi/urllib3@7.18.6?instance=43,8.1,0.6566,True,True,High,10,P1,Open,SyntheticScanner
FND-000906,APP-0025,Customer 360,production,CVE-2025-29927,pkg:pypi/jinja2@5.13.0?instance=5,4.5,0.4094,True,True,High,7.2,P2,Open,SyntheticScanner
FND-000907,APP-0025,Customer 360,production,CVE-2022-22965,pkg:pypi/numpy@6.1.3?instance=10,7.1,0.2129,False,True,High,7.9,P1,Open,SyntheticScanner
FND-000908,APP-0025,Customer 360,production,CVE-2024-21626,pkg:pypi/numpy@6.3.2?instance=14,9.4,0.0643,True,True,High,10,P1,Open,SyntheticScanner
FND-000909,APP-0025,Customer 360,production,CVE-2024-21626,pkg:pypi/cryptography@8.6.6?instance=42,8.0,0.45,True,True,High,10,P1,Open,SyntheticScanner
FND-000910,APP-0025,Customer 360,production,CVE-2025-24813,pkg:pypi/numpy@1.8.8?instance=28,8.7,0.1287,True,True,High,10,P1,Open,SyntheticScanner
FND-000911,APP-0025,Customer 360,production,CVE-2025-29927,pkg:pypi/jinja2@5.13.0?instance=5,6.0,0.6323,False,True,High,8.3,P1,Open,SyntheticScanner
FND-000912,APP-0025,Customer 360,production,CVE-2025-32463,pkg:pypi/jinja2@3.14.4?instance=27,4.9,0.0418,False,False,High,3.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000913,APP-0025,Customer 360,production,CVE-2023-44487,pkg:pypi/requests@7.17.2?instance=36,9.8,0.362,False,True,High,10,P1,Open,SyntheticScanner
FND-000914,APP-0025,Customer 360,preproduction,CVE-2021-44228,pkg:pypi/jinja2@6.8.11?instance=69,7.4,0.2622,False,False,High,5.7,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000915,APP-0025,Customer 360,preproduction,CVE-2023-44487,pkg:pypi/requests@1.12.4?instance=14,9.7,0.3263,True,True,High,10,P1,Open,SyntheticScanner
FND-000916,APP-0025,Customer 360,preproduction,CVE-2024-21626,pkg:pypi/jinja2@1.4.12?instance=18,7.6,0.2993,False,False,High,6.0,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000917,APP-0025,Customer 360,preproduction,CVE-2022-22965,pkg:pypi/requests@3.7.1?instance=33,4.8,0.1665,False,False,High,3.5,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000918,APP-0025,Customer 360,preproduction,CVE-2025-29927,pkg:pypi/urllib3@5.1.12?instance=48,9.2,0.0758,False,False,High,6.3,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000919,APP-0025,Customer 360,preproduction,CVE-2025-29927,pkg:pypi/requests@5.16.5?instance=39,9.0,0.1532,False,True,High,9.7,P1,Open,SyntheticScanner
FND-000920,APP-0025,Customer 360,preproduction,CVE-2023-44487,pkg:pypi/django@5.20.6?instance=9,4.8,0.2448,True,True,High,7.0,P2,Open,SyntheticScanner
FND-000921,APP-0025,Customer 360,preproduction,CVE-2025-24813,pkg:pypi/cryptography@7.5.6?instance=52,5.6,0.1186,True,True,High,7.6,P1,Open,SyntheticScanner
FND-000922,APP-0025,Customer 360,preproduction,CVE-2025-29927,pkg:pypi/cryptography@7.0.0?instance=37,4.5,0.1966,False,False,High,3.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000923,APP-0025,Customer 360,preproduction,CVE-2022-22965,pkg:pypi/urllib3@7.17.11?instance=35,8.8,0.1844,False,False,High,6.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000924,APP-0025,Customer 360,preproduction,CVE-2021-44228,pkg:pypi/cryptography@7.17.9?instance=38,4.8,0.3355,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000925,APP-0025,Customer 360,preproduction,CVE-2025-32463,pkg:pypi/requests@6.19.2?instance=67,9.0,0.2272,False,False,High,6.8,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000926,APP-0025,Customer 360,preproduction,CVE-2023-44487,pkg:pypi/django@2.11.11?instance=73,8.0,0.2905,False,False,High,6.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000927,APP-0025,Customer 360,preproduction,CVE-2023-38545,pkg:pypi/urllib3@7.17.11?instance=35,9.6,0.1159,False,False,High,6.8,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000928,APP-0025,Customer 360,preproduction,CVE-2022-22965,pkg:pypi/cryptography@4.17.8?instance=7,5.7,0.2323,False,False,High,4.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000929,APP-0025,Customer 360,preproduction,CVE-2022-22965,pkg:pypi/jinja2@7.1.12?instance=27,4.2,0.179,False,False,High,3.1,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000930,APP-0025,Customer 360,preproduction,CVE-2024-21626,pkg:pypi/urllib3@7.17.11?instance=35,6.6,0.3218,True,True,High,10,P1,Open,SyntheticScanner
FND-000931,APP-0025,Customer 360,preproduction,CVE-2023-44487,pkg:pypi/requests@7.7.10?instance=44,5.8,0.0857,False,False,High,4.0,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000932,APP-0025,Customer 360,preproduction,CVE-2022-22965,pkg:pypi/jinja2@9.18.12?instance=3,6.9,0.1433,False,True,High,7.4,P2,Open,SyntheticScanner
FND-000933,APP-0026,Consent Management,production,CVE-2022-22965,pkg:npm/axios@6.8.12?instance=39,8.2,0.0935,False,True,High,8.5,P1,Open,SyntheticScanner
FND-000934,APP-0026,Consent Management,production,CVE-2025-32463,pkg:npm/axios@2.10.1?instance=55,6.8,0.1314,False,False,High,4.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000935,APP-0026,Consent Management,production,CVE-2025-24813,pkg:npm/express@8.6.6?instance=2,9.7,0.3816,False,True,High,10,P1,Open,SyntheticScanner
FND-000936,APP-0026,Consent Management,production,CVE-2024-3094,pkg:npm/express@7.20.0?instance=47,9.8,0.3816,False,False,High,8.0,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000937,APP-0026,Consent Management,production,CVE-2023-44487,pkg:npm/express@2.11.12?instance=6,5.6,0.311,False,True,High,6.6,P2,Open,SyntheticScanner
FND-000938,APP-0026,Consent Management,production,CVE-2022-22965,pkg:npm/minimist@7.4.3?instance=28,5.0,0.0494,False,True,High,5.1,P2,Open,SyntheticScanner
FND-000939,APP-0026,Consent Management,production,CVE-2024-21626,pkg:npm/axios@5.12.6?instance=45,7.6,0.047,False,True,High,7.7,P1,Open,SyntheticScanner
FND-000940,APP-0026,Consent Management,production,CVE-2025-32463,pkg:npm/axios@4.19.2?instance=72,8.2,0.3105,False,False,High,6.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000941,APP-0026,Consent Management,production,CVE-2023-38545,pkg:npm/express@6.14.2?instance=0,9.8,0.0861,False,True,High,10,P1,Open,SyntheticScanner
FND-000942,APP-0026,Consent Management,production,CVE-2021-44228,pkg:npm/express@7.20.0?instance=47,8.1,0.2135,False,True,High,9.0,P1,Open,SyntheticScanner
FND-000943,APP-0026,Consent Management,production,CVE-2022-22965,pkg:npm/axios@3.13.5?instance=57,7.4,0.3707,False,True,High,9.0,P1,Open,SyntheticScanner
FND-000944,APP-0026,Consent Management,production,CVE-2022-22965,pkg:npm/webpack@7.4.11?instance=43,5.5,0.3285,False,True,High,6.5,P2,Open,SyntheticScanner
FND-000945,APP-0026,Consent Management,production,CVE-2025-29927,pkg:npm/axios@9.2.8?instance=62,7.9,0.6348,False,True,High,10,P1,Open,SyntheticScanner
FND-000946,APP-0026,Consent Management,production,CVE-2025-32463,pkg:npm/express@6.14.2?instance=0,4.7,0.1848,False,True,High,5.2,P2,Open,SyntheticScanner
FND-000947,APP-0026,Consent Management,production,CVE-2025-32463,pkg:npm/webpack@5.12.4?instance=4,9.3,0.0435,False,True,High,9.4,P1,Open,SyntheticScanner
FND-000948,APP-0026,Consent Management,production,CVE-2021-44228,pkg:npm/webpack@2.17.1?instance=3,5.3,0.545,False,True,High,7.0,P2,Open,SyntheticScanner
FND-000949,APP-0026,Consent Management,production,CVE-2023-44487,pkg:npm/moment@3.11.7?instance=9,9.3,0.286,False,True,High,10,P1,Open,SyntheticScanner
FND-000950,APP-0026,Consent Management,production,CVE-2023-44487,pkg:npm/axios@1.15.1?instance=50,7.3,0.1291,False,True,High,7.8,P1,Open,SyntheticScanner
FND-000951,APP-0026,Consent Management,production,CVE-2023-44487,pkg:npm/jsonwebtoken@4.6.5?instance=25,9.2,0.0336,False,True,High,9.2,P1,Open,SyntheticScanner
FND-000952,APP-0026,Consent Management,production,CVE-2022-22965,pkg:npm/express@2.11.12?instance=6,5.9,0.0434,False,True,High,6.0,P2,Open,SyntheticScanner
FND-000953,APP-0026,Consent Management,production,CVE-2024-21626,pkg:npm/jsonwebtoken@1.20.2?instance=16,5.6,0.4887,False,True,High,7.2,P2,Open,SyntheticScanner
FND-000954,APP-0026,Consent Management,production,CVE-2024-21626,pkg:npm/webpack@5.20.5?instance=44,6.5,0.1986,False,True,High,7.2,P2,Open,SyntheticScanner
FND-000955,APP-0026,Consent Management,production,CVE-2025-24813,pkg:npm/axios@2.20.8?instance=33,7.0,0.1398,False,True,High,7.5,P1,Open,SyntheticScanner
FND-000956,APP-0026,Consent Management,production,CVE-2024-3094,pkg:npm/minimist@7.4.3?instance=28,4.7,0.0928,False,False,High,3.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000957,APP-0026,Consent Management,production,CVE-2026-21401,pkg:npm/webpack@7.4.11?instance=43,4.8,0.0727,False,True,High,4.9,P3,Open,SyntheticScanner
FND-000958,APP-0026,Consent Management,production,CVE-2026-21401,pkg:npm/react@2.6.2?instance=54,5.6,0.2057,False,True,High,6.2,P2,Open,SyntheticScanner
FND-000959,APP-0026,Consent Management,production,CVE-2025-24813,pkg:npm/axios@3.13.5?instance=57,7.1,0.0264,False,True,High,7.1,P2,Open,SyntheticScanner
FND-000960,APP-0026,Consent Management,production,CVE-2026-21401,pkg:npm/webpack@1.3.12?instance=66,9.8,0.3754,False,True,High,10,P1,Open,SyntheticScanner
FND-000961,APP-0026,Consent Management,production,CVE-2025-29927,pkg:npm/webpack@8.15.0?instance=74,7.1,0.213,False,True,High,7.9,P1,Open,SyntheticScanner
FND-000962,APP-0026,Consent Management,production,CVE-2022-22965,pkg:npm/jsonwebtoken@4.6.5?instance=25,7.0,0.1271,False,True,High,7.4,P2,Open,SyntheticScanner
FND-000963,APP-0026,Consent Management,preproduction,CVE-2025-29927,pkg:npm/jsonwebtoken@6.10.10?instance=13,5.1,0.1969,False,False,High,3.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000964,APP-0026,Consent Management,preproduction,CVE-2021-44228,pkg:npm/moment@9.18.10?instance=66,6.7,0.364,False,False,High,5.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000965,APP-0026,Consent Management,preproduction,CVE-2024-21626,pkg:npm/axios@6.19.8?instance=41,4.9,0.0899,False,False,High,3.4,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000966,APP-0026,Consent Management,preproduction,CVE-2023-38545,pkg:npm/webpack@8.16.4?instance=27,6.0,0.1524,False,False,High,4.3,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000967,APP-0026,Consent Management,preproduction,CVE-2025-32463,pkg:npm/moment@3.0.4?instance=12,5.8,0.6449,False,False,High,5.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000968,APP-0026,Consent Management,preproduction,CVE-2023-44487,pkg:npm/moment@4.4.6?instance=1,6.2,0.7988,False,False,High,6.2,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000969,APP-0026,Consent Management,preproduction,CVE-2022-22965,pkg:npm/webpack@7.3.12?instance=14,7.7,0.1857,False,True,High,8.5,P1,Open,SyntheticScanner
FND-000970,APP-0026,Consent Management,preproduction,CVE-2021-44228,pkg:npm/jsonwebtoken@8.14.6?instance=38,6.5,0.42,False,False,High,5.4,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000971,APP-0026,Consent Management,preproduction,CVE-2024-3094,pkg:npm/minimist@6.1.2?instance=47,8.1,0.3381,False,False,High,6.5,P2,Accepted - dead/unreachable code,SyntheticScanner
FND-000972,APP-0026,Consent Management,preproduction,CVE-2024-3094,pkg:npm/axios@2.13.6?instance=56,5.7,0.4274,False,False,High,4.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000973,APP-0026,Consent Management,preproduction,CVE-2025-24813,pkg:npm/axios@7.9.5?instance=42,9.7,0.4725,False,True,High,10,P1,Open,SyntheticScanner
FND-000974,APP-0026,Consent Management,preproduction,CVE-2026-21401,pkg:npm/minimist@4.1.7?instance=51,4.2,0.0563,False,False,High,2.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000975,APP-0026,Consent Management,preproduction,CVE-2021-44228,pkg:npm/react@8.12.5?instance=34,8.4,0.083,False,True,High,8.7,P1,Open,SyntheticScanner
FND-000976,APP-0026,Consent Management,preproduction,CVE-2025-24813,pkg:npm/express@3.8.8?instance=26,4.2,0.0169,False,False,High,2.8,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000977,APP-0026,Consent Management,preproduction,CVE-2023-44487,pkg:npm/moment@1.14.1?instance=30,9.5,0.3421,False,False,High,7.6,P1,Accepted - dead/unreachable code,SyntheticScanner
FND-000978,APP-0026,Consent Management,preproduction,CVE-2025-24813,pkg:npm/lodash@1.5.4?instance=46,5.9,0.6658,False,True,High,8.3,P1,Open,SyntheticScanner
FND-000979,APP-0026,Consent Management,preproduction,CVE-2025-29927,pkg:npm/minimist@5.16.12?instance=33,5.7,0.0518,False,False,High,3.9,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000980,APP-0026,Consent Management,preproduction,CVE-2025-29927,pkg:npm/webpack@4.6.1?instance=37,5.9,0.0855,False,False,High,4.1,P3,Accepted - dead/unreachable code,SyntheticScanner
FND-000981,APP-0026,Consent Management,preproduction,CVE-2025-32463,pkg:npm/moment@1.14.1?instance=30,6.9,0.1384,False,True,High,7.4,P2,Open,SyntheticScanner
FND-000982,APP-0027,Archive Service,production,CVE-2024-3094,pkg:golang/github.com/spf13/viper@9.2.8?instance=46,9.7,0.2687,True,True,High,10,P1,Open,SyntheticScanner
FND-000983,APP-0027,Archive Service,production,CVE-2026-21401,pkg:golang/github.com/spf13/viper@9.2.8?instance=46,5.5,0.1517,True,True,High,7.6,P1,Open,SyntheticScanner
FND-000984,APP-0027,Archive Service,production,CVE-2025-24813,pkg:golang/github.com/prometheus/client_golang@5.20.3?instance=29,6.2,0.5025,False,False,High,5.4,P2,Accepted - dead/unreachable code,SyntheticScanner
